Classification,Pitch0,Roll0,Pitch1,Roll1,Pitch2,Roll2,Pitch3,Roll3,Pitch4,Roll4
F,969,342,798,741,684,912,-627,798,798,171
F,969,399,741,855,684,912,-627,798,798,171
F,969,456,684,855,684,912,-627,798,798,171
F,912,513,684,855,684,912,-627,798,798,171
F,912,513,684,912,627,912,-627,798,798,171
F,969,513,627,912,627,912,-627,798,798,171
F,969,513,684,912,570,969,-684,798,798,171
F,969,456,627,912,513,1026,-627,798,798,171
F,969,456,627,912,513,1026,-627,798,798,171
G,513,114,342,228,114,-57,0,0,-114,1026
G,456,171,285,228,114,-57,0,0,-57,1026
G,456,114,285,228,114,-57,0,0,-57,969
G,456,114,285,228,114,-57,0,0,-57,969
G,456,57,342,171,114,-114,0,0,-114,969
G,513,57,342,171,171,-114,0,0,-114,969
G,513,57,342,171,171,-114,0,0,-114,969
G,513,57,342,171,171,-114,0,0,-114,969
G,456,57,342,171,171,-114,0,0,-114,969
G,456,114,342,228,171,-114,0,0,-114,969
G,456,114,285,228,171,-114,0,0,-114,969
G,399,114,285,228,114,-57,0,57,-57,969
G,399,114,285,285,114,-57,0,0,-57,969
G,399,114,285,285,114,-57,0,57,-57,969
G,399,114,228,285,57,-57,0,114,-57,969
G,399,114,228,285,57,-57,57,57,-57,969
G,342,114,228,228,57,-57,114,114,-114,969
G,342,114,285,171,57,-114,114,114,-114,969
G,399,171,228,285,57,0,114,57,-114,1026
G,399,171,171,285,0,0,171,57,-57,1026
G,342,171,114,285,0,0,171,0,-57,1026
G,342,171,114,285,0,0,171,0,0,1026
G,342,171,114,285,0,0,171,0,0,1026
G,399,171,171,285,57,0,171,0,0,1026
G,399,171,171,285,0,0,171,0,0,1026
G,342,228,114,342,0,0,228,0,0,1026
G,342,228,171,342,57,0,171,0,0,1026
G,342,171,171,342,114,0,114,0,-57,1026
G,342,171,171,399,114,0,114,0,-57,1026
G,342,171,228,342,114,0,114,0,-57,969
G,342,171,171,342,114,0,57,57,-57,912
G,342,171,171,342,114,0,57,114,-57,912
G,342,171,228,342,114,0,57,57,-57,912
G,342,114,228,285,114,-57,57,57,-57,912
G,342,171,228,342,114,0,57,57,-57,969
G,342,171,228,342,114,0,114,0,-57,969
G,399,171,228,342,171,0,57,0,-57,969
G,399,171,228,342,171,0,57,57,-57,969
G,399,171,228,342,171,0,57,0,-57,969
G,399,114,228,285,114,-57,57,57,-57,969
G,399,171,228,285,114,0,114,57,-57,1026
G,399,114,228,285,114,0,114,57,-57,969
G,399,114,228,285,114,-57,57,114,-57,969
G,399,114,285,285,171,0,57,57,-114,969
G,399,114,285,285,171,0,57,57,-57,969
G,456,114,285,285,171,-57,0,57,-114,969
G,456,114,285,285,171,-57,57,57,-114,969
G,399,57,285,228,114,-57,57,57,-57,969
G,399,57,285,228,171,-114,0,57,-57,969
G,399,57,285,171,114,-114,0,57,-57,912
G,399,0,285,171,114,-114,0,57,0,912
G,399,0,285,171,114,-171,0,114,0,912
G,399,0,285,114,114,-171,0,114,0,855
G,399,0,285,114,114,-171,0,114,-57,912
G,399,0,285,114,114,-171,0,114,0,912
G,399,0,228,171,114,-114,0,114,0,912
G,342,57,171,171,57,-114,57,171,0,969
G,342,57,171,228,57,-114,57,114,0,969
G,342,57,228,228,114,-114,57,114,0,969
G,342,57,171,228,57,-114,57,114,0,1026
G,285,57,171,171,57,-171,0,171,0,969
G,285,0,171,114,57,-228,57,114,0,1026
G,228,57,114,114,0,-228,57,114,57,1026
G,285,114,114,114,57,-228,57,57,57,1026
G,285,114,114,171,57,-228,114,0,114,1026
G,285,171,57,171,0,-285,114,0,57,969
G,285,171,57,228,0,-228,114,-57,57,969
G,285,171,57,228,0,-228,114,0,0,969
G,285,171,57,228,0,-285,114,0,-57,1026
G,285,171,57,171,0,-285,57,0,-57,1026
G,285,171,57,171,-57,-285,57,0,-57,1026
G,285,228,57,228,-57,-228,114,0,-57,1026
G,228,228,0,171,-57,-228,57,0,-57,969
G,285,171,0,171,-57,-228,57,0,-57,969
G,285,171,57,171,0,-285,0,0,-114,1026
G,285,114,57,114,-57,-342,0,0,-114,969
G,285,114,57,114,-57,-342,0,0,-57,969
G,228,114,0,114,-57,-342,0,0,-57,912
G,228,57,0,57,-114,-342,0,57,0,912
G,171,57,0,57,-114,-342,0,57,0,912
G,171,57,0,57,-114,-285,0,57,0,912
G,171,57,0,57,-114,-285,0,114,0,912
G,171,57,0,57,-114,-285,0,114,0,969
G,171,57,0,57,-114,-285,0,114,0,912
G,171,57,0,0,-57,-285,0,114,57,969
G,171,114,0,57,-57,-285,57,57,57,969
G,171,114,0,57,0,-285,57,0,57,969
G,171,171,0,114,-57,-342,57,0,57,969
G,228,114,0,57,0,-342,57,0,0,969
G,228,57,0,0,-57,-399,0,57,-57,912
G,171,0,0,0,-114,-399,0,171,-57,855
G,114,0,-57,-57,-171,-456,0,228,0,798
G,57,0,-57,-57,-228,-456,0,285,0,798
G,57,0,-114,-57,-228,-456,0,285,0,798
G,57,0,-114,-114,-228,-456,0,285,0,798
G,114,0,-57,-114,-171,-513,0,228,-57,798
G,114,-57,-57,-171,-171,-513,0,228,-57,741
G,114,-114,-57,-171,-228,-513,0,228,0,741
G,57,-114,-114,-228,-228,-570,-57,285,-57,741
G,57,-114,-57,-228,-228,-570,-57,228,-114,741
G,0,-171,-171,-228,-342,-570,-114,342,0,684
G,456,-57,285,0,171,-285,0,0,0,1083
G,456,-57,285,0,171,-285,0,0,0,1083
G,456,-57,285,0,171,-285,0,0,57,1083
G,456,-57,285,0,171,-285,0,0,114,1026
G,456,-57,342,0,171,-285,0,0,114,1083
G,513,-57,342,0,171,-285,0,0,171,1026
G,513,-57,342,0,171,-285,-57,0,171,1026
G,513,-57,342,0,171,-285,-57,0,228,1026
G,513,-57,342,0,171,-285,0,0,228,1026
G,513,-57,342,0,171,-285,0,0,285,1026
G,513,-57,342,0,171,-285,-57,0,285,1026
G,513,-114,342,0,171,-285,-57,0,285,1026
G,513,-114,342,0,171,-285,-57,0,285,1026
G,513,-114,342,0,171,-285,-57,0,285,1026
G,513,-114,342,0,171,-285,-57,0,285,1026
G,513,-57,342,0,171,-285,-57,0,285,1026
G,513,-114,342,0,171,-285,-57,0,285,1026
G,513,-114,342,0,171,-285,-57,0,285,1026
G,513,-114,342,0,171,-285,-57,0,285,969
G,513,-57,342,0,171,-285,-57,0,228,1026
G,513,-114,342,0,171,-285,-57,0,228,1026
G,513,-114,342,0,171,-285,-57,0,228,1026
G,513,-114,342,0,171,-285,-57,0,171,1026
G,513,-57,342,0,171,-285,-57,0,171,1026
G,513,-57,342,0,171,-285,-57,0,171,1026
G,513,-57,342,0,171,-285,-57,0,171,1026
G,513,-57,342,0,171,-285,-57,0,171,1026
G,513,-57,342,0,171,-285,-57,0,171,1026
G,513,-57,342,0,171,-285,-57,0,114,1026
G,513,-57,342,0,171,-285,-57,0,114,1026
G,513,-57,342,0,171,-285,-57,0,114,1026
G,513,-57,342,0,171,-285,-57,0,114,1026
G,513,-57,342,0,171,-285,-57,0,114,1026
G,513,-57,342,0,171,-285,-57,0,114,1026
G,570,-57,342,0,171,-285,-57,0,57,1026
G,570,-57,342,0,171,-285,-57,0,57,1026
G,513,-57,342,0,171,-285,-57,0,57,1026
G,513,-57,342,0,171,-285,-57,0,0,1026
G,456,0,285,57,114,-228,57,0,-114,1083
G,456,0,285,57,114,-228,57,0,-114,1083
G,456,0,285,57,114,-171,0,0,-114,1083
G,456,0,285,57,114,-228,0,0,-114,1083
G,456,0,285,57,114,-228,0,0,-114,1083
G,456,0,285,0,114,-228,0,0,-114,1083
G,456,0,285,0,114,-228,0,0,-114,1083
G,456,0,285,0,114,-228,0,0,-114,1083
G,456,0,285,0,114,-228,0,0,-114,1026
G,456,0,285,0,114,-228,0,0,-114,1083
G,456,0,285,0,171,-228,0,0,-114,1083
G,513,0,285,0,171,-228,0,0,-114,1083
G,513,0,285,0,171,-228,0,0,-114,1083
G,513,0,342,0,171,-228,0,0,-114,1083
G,513,0,342,0,171,-228,0,0,-114,1083
G,513,-57,342,0,171,-228,0,0,-114,1026
G,513,0,342,0,171,-228,0,0,-114,1083
G,513,-57,342,0,171,-228,0,0,-114,1026
G,456,-57,285,0,114,-228,0,0,-114,1083
G,456,-57,285,0,114,-228,0,0,-114,1026
G,456,-57,285,0,114,-228,0,0,-114,1026
G,456,-57,285,0,114,-228,0,0,-114,1083
G,456,-57,285,0,114,-228,0,0,-114,1026
G,456,-57,285,0,171,-285,0,0,-114,1083
G,456,-57,285,0,114,-228,0,0,-114,1083
G,456,-57,285,0,114,-285,0,0,-114,1083
G,456,-57,285,0,114,-285,0,0,-57,1026
G,456,-57,285,0,114,-285,0,0,-57,1083
G,456,-57,285,0,114,-285,0,0,-57,1083
G,456,-57,285,0,114,-285,0,0,-57,1083
G,456,-57,285,0,114,-285,0,0,0,1083
G,456,-57,285,0,114,-285,0,0,0,1083
G,456,-57,285,0,171,-285,0,0,0,1083
G,456,-57,285,0,171,-285,0,0,0,1083
G,456,0,285,114,114,-114,57,57,-114,1026
G,456,57,285,114,114,-114,57,114,-57,1026
G,456,57,285,114,114,-114,57,114,-57,1026
G,456,0,285,114,114,-171,57,114,-57,1026
G,456,0,285,114,114,-171,57,171,-57,1026
G,456,0,285,114,114,-171,57,114,0,969
G,456,0,285,57,114,-171,57,114,0,1026
G,456,0,285,57,114,-171,57,114,0,1026
G,456,0,285,57,114,-171,57,114,0,1026
G,456,0,285,57,114,-171,57,114,-57,1026
G,456,0,285,57,114,-171,57,114,-57,1026
G,456,0,285,57,114,-171,0,114,-57,969
G,456,0,285,57,114,-171,57,114,-57,1026
G,456,0,285,57,114,-171,57,57,-57,1026
G,456,0,285,57,114,-171,57,57,-57,1026
G,456,0,285,57,114,-171,57,57,-114,1026
G,456,0,285,57,114,-228,57,57,-114,1026
G,456,0,285,57,114,-171,57,114,-114,1026
G,456,0,285,57,114,-171,57,114,-114,1026
G,456,0,285,57,114,-228,57,57,-114,1026
G,456,0,285,57,114,-228,57,57,-114,1026
G,456,0,285,57,114,-228,57,57,-114,1026
G,456,0,285,57,114,-228,57,57,-114,1026
G,456,0,285,57,114,-228,57,57,-114,1083
G,456,0,285,57,114,-228,57,57,-114,1083
G,456,0,285,57,114,-228,57,57,-114,1083
G,456,0,285,57,114,-228,57,57,-114,1083
G,456,0,285,57,114,-228,57,57,-114,1083
G,456,0,285,57,114,-228,57,57,-114,1083
G,456,0,285,57,114,-228,57,57,-114,1083
G,456,0,285,57,114,-228,57,57,-114,1083
G,456,0,285,57,114,-228,57,57,-114,1026
G,456,0,285,57,114,-228,57,57,-114,1083
G,456,0,285,57,114,-228,57,57,-114,1083
G,456,0,285,57,114,-228,57,57,-114,1083
G,684,0,456,0,285,-228,-114,0,114,1026
G,627,0,456,0,285,-228,-57,0,57,1026
G,627,0,456,0,285,-228,-57,0,0,1083
G,627,0,456,0,228,-228,-57,0,0,1026
G,627,0,456,0,228,-228,-57,0,-57,1083
G,627,0,456,0,228,-228,-57,0,-57,1026
G,627,0,456,0,228,-228,-57,0,-114,1026
G,627,0,456,57,228,-228,-57,0,-114,1026
G,627,0,456,57,228,-228,0,0,-114,1083
G,627,0,399,57,171,-228,0,0,-114,1026
G,570,57,399,57,114,-171,0,0,-57,1026
G,570,57,342,57,114,-171,0,0,-57,1026
G,513,57,342,114,57,-171,0,0,0,1026
G,513,57,285,114,0,-114,57,0,0,1026
G,513,114,285,114,0,-114,57,0,0,1026
G,513,114,285,114,0,-114,57,0,0,1026
G,456,114,285,114,0,-114,57,0,0,1026
G,456,114,228,114,0,-114,57,0,0,1026
G,456,114,228,114,0,-114,57,0,0,1026
G,456,114,228,114,0,-114,57,0,0,1026
G,456,114,228,114,0,-114,114,0,0,1026
G,399,57,228,114,0,-114,114,0,57,1026
G,399,57,228,114,0,-114,114,0,114,1026
G,399,57,171,114,0,-114,114,0,114,1026
G,399,57,171,114,0,-114,114,0,114,1026
G,456,57,228,114,0,-171,114,57,114,1026
G,456,57,285,114,57,-114,114,0,0,1083
G,456,57,228,114,57,-114,57,57,0,1083
G,513,114,285,171,114,-57,114,0,0,1083
G,513,57,342,114,171,-114,57,0,0,1083
G,513,57,285,114,171,-57,114,0,0,1026
G,456,57,285,114,114,-114,57,57,0,1026
G,456,57,285,171,114,-57,114,0,-57,1083
G,456,57,285,114,114,-114,57,57,-57,1026
G,456,57,285,171,114,-114,0,114,-114,1026
G,456,57,285,171,114,-114,0,171,-114,1026
G,456,57,285,114,114,-114,57,57,-114,1026
G,684,0,456,57,285,-228,-114,-57,0,1083
G,684,0,456,57,285,-228,-57,-57,0,1083
G,684,0,456,57,285,-228,-114,-57,0,1026
G,684,0,456,57,285,-228,-114,-57,0,1083
G,684,0,513,57,285,-228,-114,-57,0,1083
G,684,0,513,0,285,-228,-114,0,0,1083
G,684,0,513,0,285,-228,-114,-57,0,1083
G,684,0,456,0,285,-228,-114,-57,0,1083
G,684,0,456,57,285,-228,-114,-57,0,1083
G,684,0,456,0,285,-228,-114,-57,0,1083
G,684,0,456,0,285,-228,-114,0,0,1026
G,684,0,456,57,285,-228,-57,0,0,1083
G,684,0,456,57,285,-228,-114,0,0,1083
G,684,0,456,0,285,-228,-114,0,0,1083
G,684,0,456,0,285,-228,-114,0,0,1083
G,684,0,456,0,285,-228,-114,0,0,1083
G,627,0,456,0,285,-228,-114,0,0,1083
G,627,0,456,0,285,-228,-114,0,0,1083
G,684,0,456,0,285,-228,-114,0,0,1083
G,627,0,456,0,285,-228,-114,0,0,1083
G,684,0,456,0,285,-228,-114,0,0,1083
G,684,0,456,0,285,-228,-114,0,0,1083
G,684,0,456,0,285,-228,-114,0,0,1083
G,684,0,456,0,285,-228,-114,0,0,1083
G,684,0,456,0,285,-228,-114,0,0,1083
G,684,0,456,0,285,-228,-114,0,0,1083
G,684,0,456,0,285,-228,-114,0,0,1083
G,684,0,456,0,285,-228,-114,0,0,1083
G,684,0,456,0,285,-228,-114,0,0,1083
G,684,0,456,0,285,-228,-114,0,0,1083
G,684,0,456,0,285,-228,-114,0,0,1083
G,684,0,456,0,285,-228,-114,0,0,1083
G,684,0,456,0,285,-228,-114,0,0,1083
G,684,0,456,0,285,-228,-114,0,0,1083
G,684,0,456,0,285,-228,-114,0,57,1083
G,684,0,456,0,285,-228,-114,0,57,1083
G,684,0,456,0,285,-228,-114,0,57,1083
G,684,0,456,0,285,-228,-114,0,114,1083
G,627,0,399,0,228,-228,-57,-57,0,1083
G,627,0,456,0,285,-228,-57,-57,57,1083
G,627,0,456,57,285,-228,-57,-57,57,1083
G,627,0,456,57,285,-228,-114,-57,114,1083
G,627,0,456,57,285,-228,-114,-57,114,1083
G,684,0,513,57,342,-171,-114,-57,171,1026
G,684,0,513,57,342,-171,-114,-114,171,1083
G,684,0,513,57,342,-171,-114,-114,171,1083
G,684,0,513,57,342,-171,-114,-114,171,1083
G,684,0,513,57,285,-171,-57,-114,228,1083
G,684,0,513,57,342,-171,-57,-114,228,1083
G,684,0,513,57,342,-171,-114,-171,228,1083
G,684,0,513,57,342,-171,-114,-171,285,1083
G,684,0,513,57,342,-171,-114,-114,285,1083
G,684,0,513,57,342,-171,-114,-171,285,1083
G,684,0,513,57,342,-171,-114,-114,285,1083
G,684,0,513,57,342,-171,-114,-114,228,1083
G,684,0,513,57,342,-171,-114,-171,228,1083
G,684,0,513,57,285,-171,-114,-114,171,1083
G,684,0,513,57,285,-171,-114,-114,114,1083
G,684,0,513,57,285,-171,-114,-114,114,1083
G,684,0,456,57,285,-171,-57,-114,57,1083
G,684,0,456,57,285,-171,-57,-114,57,1083
G,684,0,456,57,285,-171,-57,-114,0,1083
G,684,0,456,57,285,-171,-57,-57,0,1083
G,684,0,456,57,285,-171,-57,-57,0,1083
G,684,0,456,57,285,-171,-57,-57,0,1083
G,684,0,456,57,285,-171,-57,-57,0,1083
G,684,0,456,57,285,-171,-57,-57,0,1083
G,684,0,513,57,285,-228,-57,-57,0,1083
G,684,0,513,57,285,-228,-114,-57,0,1083
G,684,0,513,57,285,-228,-114,-57,0,1083
G,684,0,513,57,285,-228,-114,-57,0,1026
G,684,0,513,57,285,-228,-114,-57,0,1026
G,684,0,513,57,285,-228,-114,-57,0,1083
G,513,57,285,0,114,-399,-57,-171,0,1026
G,456,0,285,-57,114,-399,-57,-171,-57,1083
G,513,0,285,-57,114,-399,-114,-171,0,1083
G,513,0,285,-57,114,-399,-114,-171,0,1083
G,456,0,228,-57,114,-399,-114,-171,0,1083
G,456,0,228,-57,57,-399,-114,-171,0,1083
G,456,0,228,-57,57,-399,-114,-171,0,1083
G,456,0,228,-57,57,-399,-114,-171,57,1083
G,456,0,228,-57,57,-399,-114,-171,57,1083
G,456,0,228,-57,57,-399,-114,-171,57,1083
G,456,0,228,-57,57,-399,-114,-171,114,1083
G,456,0,228,-57,57,-399,-114,-171,114,1083
G,456,0,228,-57,57,-399,-114,-171,114,1083
G,456,0,228,-57,57,-456,-114,-171,114,1083
G,456,0,228,-57,57,-456,-114,-171,114,1083
G,456,0,228,-57,114,-399,-114,-171,57,1083
G,456,0,228,-57,57,-456,-114,-171,57,1026
G,456,0,228,-57,57,-456,-114,-171,57,1026
G,456,0,228,-57,57,-399,-114,-171,0,1026
G,456,0,228,-57,57,-456,-114,-171,0,1026
G,456,0,228,-114,57,-456,-114,-171,0,1026
G,456,0,228,-57,57,-456,-114,-171,0,1026
G,456,0,228,-114,57,-456,-114,-171,0,1026
G,456,0,228,-57,57,-399,-114,-171,0,1026
G,513,0,228,-114,114,-456,-114,-171,0,1026
G,513,0,285,-114,114,-399,-114,-171,0,1026
G,513,0,285,-114,114,-399,-114,-114,0,1026
G,513,0,285,-57,114,-399,-114,-114,0,1026
G,513,0,285,-57,114,-456,-114,-114,0,1026
G,570,0,285,-57,114,-399,-57,-114,0,1026
G,513,0,285,-57,114,-399,-57,-114,0,1026
G,570,0,342,0,171,-399,-57,-114,57,1026
G,570,0,342,0,171,-342,-57,-114,57,1026
G,570,0,399,0,171,-285,-57,-114,57,1026
G,570,0,399,0,228,-285,-57,-114,0,1026
G,627,0,456,57,228,-228,-57,-57,-114,1026
G,627,0,456,57,228,-228,-57,-57,-114,1026
G,627,0,456,57,285,-228,-57,-57,-114,1026
G,627,0,456,57,285,-228,-57,-57,-57,1026
G,627,0,456,57,285,-228,-57,-57,-57,1026
G,627,0,456,57,285,-228,-57,-57,0,1026
G,627,0,456,57,285,-228,-57,-57,0,1026
G,684,0,513,57,285,-228,-57,-57,57,1026
G,627,0,456,114,285,-171,-57,-57,114,1083
G,627,57,456,114,342,-171,-57,-57,114,1083
G,627,57,456,114,342,-171,-57,-114,171,1083
G,570,57,456,114,285,-171,-57,-57,171,1083
G,570,57,456,114,285,-171,-57,-57,171,1083
G,570,0,456,57,285,-228,-57,-57,171,1083
G,570,0,456,0,285,-285,0,-57,171,1083
G,570,0,456,0,285,-285,0,-57,114,1083
G,513,0,399,0,285,-342,-57,0,114,1083
G,570,0,456,0,285,-342,0,-57,114,1026
G,570,0,399,0,285,-399,-57,-57,114,1083
G,570,0,399,0,285,-399,0,-57,57,1083
G,570,0,399,0,228,-456,0,-57,57,1026
G,570,0,399,0,228,-456,0,-114,0,1026
G,570,57,399,0,228,-456,-57,-114,0,1026
G,570,57,399,0,171,-456,0,-114,0,1083
G,513,57,342,0,171,-456,-57,-114,0,1026
G,513,57,342,0,171,-456,-57,-114,0,1026
G,513,57,285,0,114,-399,-57,-114,0,1026
G,513,57,285,0,114,-399,-57,-114,0,1026
G,513,57,285,0,114,-399,-57,-114,0,1026
G,513,57,285,0,114,-399,-57,-171,0,1026
G,513,57,285,0,114,-399,-57,-171,0,1026
G,513,57,285,0,114,-399,-57,-171,0,1026
G,513,57,285,0,114,-399,-57,-171,0,1026
G,513,57,285,0,114,-399,-57,-171,0,1026
G,456,57,228,0,114,-399,-57,-171,0,1026
G,627,0,456,0,285,-228,-57,0,171,1083
G,627,0,456,0,285,-228,-57,0,171,1026
G,627,0,456,0,285,-228,-57,0,114,1026
G,627,0,456,0,285,-228,-57,-57,57,1083
G,627,0,456,0,285,-228,-57,0,0,1026
G,627,0,456,0,285,-228,-57,-57,0,1026
G,627,0,456,0,285,-228,-57,0,0,1026
G,627,0,456,0,285,-228,-57,-57,0,1026
G,627,0,456,0,285,-228,-57,0,-57,1026
G,627,0,456,0,228,-228,-57,0,-57,1026
G,627,0,456,0,228,-228,-57,-57,-57,1026
G,627,0,456,0,228,-228,-57,-57,-57,1026
G,627,0,456,57,228,-228,-57,-57,-114,1026
G,0,0,0,-57,-114,-342,57,399,171,798
G,-57,0,-57,-57,-114,-342,57,399,171,798
G,-57,57,-57,-57,-114,-342,57,342,171,798
G,-57,0,-57,-114,-114,-342,57,342,171,798
G,-57,57,-57,-114,-114,-399,114,285,171,741
G,-57,0,-57,-171,-171,-456,57,285,114,741
G,-57,0,-57,-171,-171,-456,114,171,114,741
G,0,57,-57,-171,-171,-456,57,228,57,741
G,0,57,-57,-228,-228,-456,57,228,0,741
G,0,57,-57,-228,-228,-456,57,285,0,741
G,0,57,-57,-171,-228,-456,57,228,0,741
G,0,57,-57,-171,-228,-456,0,285,0,741
G,0,57,-57,-171,-228,-456,0,285,0,741
G,0,57,-114,-171,-228,-456,0,285,0,741
G,0,57,-114,-171,-228,-399,0,285,0,798
G,0,57,-57,-171,-228,-399,57,228,0,855
G,0,57,-57,-171,-228,-399,57,228,0,855
G,0,57,-57,-171,-228,-399,57,171,0,855
G,0,57,-57,-171,-228,-399,0,228,0,855
G,0,57,-57,-171,-228,-399,0,228,0,855
G,0,57,-114,-171,-228,-399,0,228,0,855
G,0,57,-114,-114,-228,-399,57,228,0,912
G,0,57,-114,-114,-285,-399,57,228,0,912
G,0,57,-114,-114,-285,-342,114,228,0,912
G,0,57,-114,-57,-285,-342,114,285,0,912
G,0,57,-114,-57,-285,-342,57,342,0,855
G,0,57,-114,-57,-285,-342,57,342,0,855
G,0,57,-114,-57,-285,-399,114,342,0,855
G,57,57,-57,-57,-285,-342,57,342,57,855
G,57,0,-57,-57,-228,-342,57,342,57,855
G,57,0,0,-57,-228,-342,57,342,57,855
G,114,0,0,0,-171,-285,57,342,0,855
G,114,0,0,-57,-171,-342,0,399,0,912
G,114,0,57,-57,-114,-342,0,399,0,855
G,171,0,114,0,-57,-285,0,342,0,912
G,171,0,114,0,-57,-285,0,342,0,912
G,228,0,171,-57,0,-285,0,342,0,912
G,228,0,171,0,0,-285,0,342,0,912
G,285,0,171,0,0,-285,0,342,0,912
G,228,0,171,0,0,-285,0,399,0,912
G,228,0,171,0,0,-285,0,399,0,855
G,228,-57,228,-57,0,-285,0,399,0,855
G,285,0,285,0,114,-228,0,285,-57,912
G,228,0,171,-57,0,-285,-57,456,-57,912
G,228,-57,171,-57,0,-342,-114,513,0,798
G,228,0,171,0,0,-285,0,399,-57,855
G,228,0,114,0,0,-285,0,456,0,855
G,171,-57,114,-57,0,-285,0,399,0,855
G,228,0,114,0,0,-285,0,342,-57,855
G,228,-57,114,0,0,-285,0,342,-57,855
G,228,-57,114,-57,0,-285,-57,342,0,855
G,228,-57,114,0,0,-285,-57,342,-57,912
G,228,-57,114,0,0,-285,-57,342,-57,912
G,228,-57,114,0,0,-285,-57,285,-57,855
G,228,-57,114,0,0,-285,-57,285,0,855
G,228,-114,114,0,0,-285,-57,285,0,855
G,228,-114,114,0,0,-285,0,285,0,798
G,228,-114,114,0,0,-285,0,285,0,798
G,228,-57,114,0,0,-228,0,228,0,855
G,171,-57,57,0,0,-228,0,285,0,798
G,171,-114,57,0,0,-228,0,285,0,798
G,171,-114,57,0,0,-228,0,285,57,741
G,171,-114,57,0,0,-285,0,342,57,741
G,171,-171,57,0,0,-285,0,342,57,684
G,114,-171,0,0,-57,-285,0,342,57,741
G,114,-171,0,0,-57,-285,0,399,114,741
G,171,-171,57,0,-57,-285,0,399,57,741
G,171,-171,57,0,0,-285,0,342,57,741
G,171,-171,57,0,0,-342,0,399,57,684
G,114,-228,57,-57,0,-342,-57,399,57,684
G,114,-228,57,-57,0,-399,-57,399,57,684
G,171,-228,114,-114,0,-399,-57,399,0,684
G,171,-285,114,-114,0,-399,-114,399,0,684
G,171,-285,114,-114,0,-399,-114,399,0,684
G,171,-228,114,-114,0,-399,-57,399,0,684
G,171,-228,114,-114,0,-399,-114,399,0,684
G,171,-228,114,-114,0,-399,-114,399,57,684
G,171,-228,114,-57,0,-342,-57,342,57,684
G,171,-171,114,-57,0,-342,-57,342,57,684
G,171,-171,114,-57,0,-342,-57,342,57,684
G,171,-171,114,0,0,-342,-57,342,57,741
G,171,-114,114,0,0,-285,0,342,114,741
G,114,-114,114,0,0,-285,0,285,114,741
G,114,-114,57,0,0,-285,0,285,114,798
G,114,-114,57,0,0,-285,0,285,114,798
G,114,-114,57,0,0,-285,0,285,114,798
G,114,-114,57,0,-57,-285,0,285,114,798
G,114,-114,57,0,-57,-285,0,285,114,798
G,114,-114,57,0,-57,-285,0,285,114,798
G,114,-57,57,0,-57,-285,0,228,57,855
G,114,-57,57,0,-57,-285,0,228,57,855
G,114,-57,57,0,-57,-285,0,285,57,855
G,114,-114,57,0,-57,-285,0,285,57,855
G,114,-114,57,0,-57,-285,0,285,57,855
G,114,-114,57,0,-57,-285,0,285,57,855
G,171,-114,114,0,-57,-342,0,285,0,855
G,171,-114,114,0,0,-342,0,285,0,798
G,171,-114,114,0,0,-342,0,285,57,798
G,114,-114,114,-57,0,-342,0,285,0,798
G,114,-171,57,-57,-57,-342,0,285,57,855
G,114,-171,57,-57,-57,-342,0,285,114,798
G,114,-114,57,0,-57,-342,0,285,114,798
G,114,-57,0,0,-114,-285,57,285,114,855
G,57,-57,0,0,-114,-228,57,228,171,855
G,57,-57,0,0,-114,-171,114,171,171,855
G,57,0,0,57,-171,-171,114,228,171,855
G,57,0,0,57,-171,-171,114,171,114,855
G,57,0,0,57,-114,-171,171,114,57,855
G,114,0,0,57,-114,-171,114,114,0,855
G,114,-57,0,57,-114,-228,114,114,0,855
G,114,-57,57,0,-114,-228,57,114,0,798
G,114,-57,57,0,-114,-228,57,171,-57,741
G,171,-57,57,0,-114,-285,57,171,-57,741
G,171,-57,57,0,-114,-285,57,171,-57,684
G,114,-57,57,0,-114,-285,57,228,-57,741
G,114,-57,0,0,-171,-285,57,228,0,741
G,114,-57,0,0,-171,-285,57,228,0,741
G,114,-57,57,0,-114,-285,57,228,0,798
G,114,-57,57,0,-114,-285,57,285,114,741
G,114,-57,57,0,-114,-285,57,285,228,798
G,114,-57,57,0,-114,-285,57,285,342,798
G,114,-57,57,0,-114,-285,57,285,399,798
G,114,-114,57,0,-57,-342,57,285,456,798
G,114,-114,57,0,-57,-342,57,285,513,741
G,114,-114,57,0,-57,-342,57,342,570,798
G,114,-114,57,0,-57,-342,57,285,570,798
G,114,-114,57,0,-57,-342,57,285,627,798
G,114,-114,57,-57,-57,-342,57,342,627,798
G,114,-114,57,-57,-57,-342,57,342,684,741
G,114,-114,57,-57,-57,-342,57,342,684,741
G,114,-114,57,-57,-57,-342,57,342,684,741
G,114,-171,57,-57,-57,-342,57,342,684,741
G,114,-171,57,-57,-57,-342,57,342,684,741
G,114,-171,57,-57,-57,-399,0,342,684,741
G,114,-171,114,-57,0,-399,0,342,684,741
G,171,-171,114,-57,0,-399,0,342,684,741
G,171,-171,114,-57,0,-399,0,342,627,798
G,228,-171,171,-57,0,-342,0,285,627,798
G,285,-114,171,0,0,-342,0,228,570,798
G,285,-114,228,0,57,-285,0,171,513,855
G,285,-114,228,0,57,-285,-57,171,456,855
G,342,-114,285,0,114,-285,-114,114,342,912
G,342,-57,285,0,114,-228,-114,114,171,1026
